caldt,sprtrn
19960909,0.012323
19960910,0.000075
19960911,0.005227
19960912,0.005800
19960913,0.013991
19960916,0.005055
19960917,-0.001521
19960918,-0.002152
19960919,0.002245
19960920,0.005886
19960923,-0.000786
19960924,-0.001267
19960925,0.000321
19960926,0.000044
19960927,0.000481
19960930,0.001632
19961001,0.002575
19961002,0.007154
19961003,-0.001772
19961004,0.012529
19961007,0.002737
19961008,-0.003895
19961009,-0.005566
19961010,-0.003057
19961011,0.008710
19961014,0.004110
19961015,-0.001379
19961016,0.002619
19961017,0.003663
19961018,0.005417
19961021,-0.001365
19961022,-0.004621
19961023,0.000991
19961024,-0.007041
19961025,-0.001951
19961028,-0.005222
19961029,0.006081
19961030,-0.000855
19961031,0.006235
19961101,-0.002127
19961104,0.004206
19961105,0.010485
19961106,0.014633
19961107,0.004223
19961108,0.004356
19961111,0.001437
19961112,-0.003156
19961113,0.002152
19961114,0.006497
19961115,0.002365
19961118,-0.000813
19961119,0.006974
19961120,0.002412
19961121,-0.001613
19961122,0.008051
19961125,0.011085
19961126,-0.001413
19961127,-0.001270
19961129,0.002675
19961202,-0.000608
19961203,-0.010944
19961204,-0.004250
19961205,-0.000966
19961206,-0.006421
19961209,0.013737
19961210,-0.002961
19961211,-0.009110
19961212,-0.015431
19961213,-0.000905
19961216,-0.010513
19961217,0.007018
19961218,0.007575
19961219,0.019438
19961220,0.004170
19961223,-0.002604
19961224,0.005503
19961226,0.006378
19961227,0.001283
19961230,-0.003885
19961231,-0.017391
19970102,-0.005036
19970103,0.014952
19970106,-0.000508
19970107,0.007463
19970108,-0.006399
19970109,0.008605
19970110,0.006160
19970113,0.000013
19970114,0.012311
19970115,-0.002159
19970116,0.003324
19970117,0.008340
19970120,0.000683
19970121,0.007751
19970122,0.004484
19970123,-0.011027
19970124,-0.009054
19970127,-0.007138
19970128,0.000000
19970129,0.009778
19970130,0.015107
19970131,0.002538
19970203,0.000725
19970204,0.003216
19970205,-0.013912
19970206,0.002403
19970207,0.012062
19970210,-0.005231
19970211,0.005296
19970212,0.016692
19970213,0.011273
19970214,-0.004114
19970218,0.009660
19970219,-0.004655
19970220,-0.011926
19970221,-0.001283
19970224,0.010614
19970225,0.002246
19970226,-0.007905
19970227,-0.013169
19970228,-0.005345
19970303,0.005678
19970304,-0.005482
19970305,0.013958
19970306,-0.004277
19970307,0.008027
19970310,0.010783
19970311,-0.002839
19970312,-0.008726
19970313,-0.018278
19970314,0.004572
19970317,0.003202
19970318,-0.007603
19970319,-0.004926
19970320,-0.003971
19970321,0.001853
19970324,0.008660
19970325,-0.002301
19970326,0.001812
19970327,-0.021025
19970331,-0.021657
19970401,0.003328
19970402,-0.012545
19970403,0.000280
19970404,0.010102
19970407,0.005581
19970408,0.005235
19970409,-0.007205
19970410,-0.002971
19970411,-0.027283
19970414,0.008242
19970415,0.014777
19970416,0.011673
19970417,-0.002305
19970418,0.005999
19970421,-0.007790
19970422,0.018728
19970423,-0.001252
19970424,-0.003180
19970425,-0.007534
19970428,0.009917
19970429,0.027285
19970430,0.009181
19970501,-0.003507
19970502,0.018083
19970505,0.021243
19970506,-0.002987
19970507,-0.014666
19970508,0.005689
19970509,0.005510
19970512,0.015616
19970513,-0.005408
19970514,0.003493
19970515,0.006985
19970516,-0.014408
19970519,0.004242
19970520,0.010069
19970521,-0.002745
19970522,-0.004396
19970523,0.013606
19970527,0.003164
19970528,-0.002942
19970529,-0.003694
19970530,0.004976
19970602,-0.002263
19970603,-0.001040
19970604,-0.006351
19970605,0.003952
19970606,0.017287
19970609,0.005711
19970610,0.002735
19970611,0.004970
19970612,0.015996
19970613,0.011081
19970616,0.000705
19970617,0.000593
19970618,-0.006004
19970619,0.010044
19970620,0.000791
19970623,-0.022343
19970624,0.020168
19970625,-0.008200
19970626,-0.005973
19970627,0.004097
19970630,-0.002434
19970701,0.006654
19970702,0.014590
19970703,0.014258
19970707,-0.005148
19970708,0.007180
19970709,-0.012201
19970710,0.006876
19970711,0.003174
19970714,0.001855
19970715,0.008036
19970716,0.011699
19970717,-0.005317
19970718,-0.017507
19970721,-0.002578
19970722,0.023046
19970723,0.002762
19970724,0.003972
19970725,-0.001585
19970728,-0.002493
19970729,0.006236
19970730,0.010612
19970731,0.002100
19970801,-0.007492
19970804,0.003336
19970805,0.002178
19970806,0.008348
19970807,-0.009507
19970808,-0.018556
19970811,0.003706
19970812,-0.011174
19970813,-0.004868
19970814,0.002983
19970815,-0.025909
19970818,0.012966
19970819,0.014817
19970820,0.014406
19970821,-0.015223
19970822,-0.001632
19970825,-0.003660
19970826,-0.007760
19970827,0.000745
19970828,-0.010977
19970829,-0.004648
19970902,0.031252
19970903,0.000291
19970904,0.003255
19970905,-0.001955
19970908,0.002314
19970909,0.002599
19970910,-0.015627
19970911,-0.007007
19970912,0.012404
19970915,-0.004481
19970916,0.028127
19970917,-0.002792
19970918,0.004549
19970919,0.003399
19970922,0.005176
19970923,-0.003663
19970924,-0.007826
19970925,-0.006956
19970926,0.007794
19970929,0.008591
19970930,-0.006357
19971001,0.008582
19971002,0.005286
19971003,0.004758
19971006,0.007938
19971007,0.010723
19971008,-0.009439
19971009,-0.003306
19971010,-0.003750
19971013,0.001158
19971014,0.002252
19971015,-0.004700
19971016,-0.010842
19971017,-0.011610
19971020,0.012127
19971021,0.017444
19971022,-0.003898
19971023,-0.018379
19971024,-0.009519
19971027,-0.068667
19971028,0.051164
19971029,-0.002918
19971030,-0.016841
19971031,0.012106
19971103,0.026645
19971104,0.001885
19971105,0.002126
19971106,-0.005017
19971107,-0.011215
19971110,-0.006879
19971111,0.002877
19971112,-0.019290
19971113,0.011811
19971114,0.012753
19971117,0.019228
19971118,-0.008423
19971119,0.006779
19971120,0.015234
19971121,0.004286
19971124,-0.017049
19971125,0.004384
19971126,0.000862
19971128,0.003951
19971201,0.020274
19971202,-0.003170
19971203,0.005238
19971204,-0.003757
19971205,0.010986
19971208,-0.001443
19971209,-0.006708
19971210,-0.006139
19971211,-0.015313
19971212,-0.001623
19971215,0.010489
19971216,0.004827
19971217,-0.002583
19971218,-0.010605
19971219,-0.008919
19971222,0.007309
19971223,-0.015288
19971224,-0.006836
19971226,0.004031
19971229,0.018047
19971230,0.018335
19971231,-0.000422
19980102,0.004750
19980105,0.002082
19980106,-0.010736
19980107,-0.002669
19980108,-0.008257
19980109,-0.029654
19980112,0.012418
19980113,0.013746
19980114,0.006113
19980115,-0.007527
19980116,0.011339
19980120,0.017774
19980121,-0.007960
19980122,-0.008004
19980123,-0.005670
19980126,-0.000658
19980127,0.012613
19980128,0.008710
19980129,0.008215
19980130,-0.005287
19980202,0.021412
19980203,0.004714
19980204,0.000905
19980205,-0.003337
19980206,0.008889
19980209,-0.001699
19980210,0.008182
19980211,0.000981
19980212,0.004049
19980213,-0.003955
19980217,0.002617
19980218,0.009113
19980219,-0.003682
19980220,0.005767
19980223,0.003800
19980224,-0.007302
19980225,0.011974
19980226,0.005533
19980227,0.000639
19980302,-0.001563
19980303,0.004123
19980304,-0.004458
19980305,-0.011735
19980306,0.019951
19980309,-0.003202
19980310,0.011346
19980311,0.003965
19980312,0.001357
19980313,-0.001224
19980316,0.009976
19980317,0.001093
19980318,0.004692
19980319,0.003888
19980320,0.008644
19980323,-0.003284
19980324,0.009219
19980325,-0.003374
19980326,-0.001016
19980327,-0.004869
19980330,-0.001725
19980331,0.007499
19980401,0.005809
19980402,0.010703
19980403,0.002402
19980406,-0.001167
19980407,-0.010558
19980408,-0.007120
19980409,0.008188
19980413,-0.000882
19980414,0.005461
19980415,0.003200
19980416,-0.009961
19980417,0.013130
19980420,0.000828
19980421,0.002688
19980422,0.003435
19980423,-0.009694
19980424,-0.010432
19980427,-0.019280
19980428,-0.001316
19980429,0.008764
19980430,0.015649
19980501,0.008320
19980504,0.000955
19980505,-0.005855
19980506,-0.009485
19980507,-0.008851
19980508,0.011871
19980511,-0.001354
19980512,0.008268
19980513,0.002751
19980514,-0.001332
19980515,-0.007732
19980518,-0.002625
19980519,0.003346
19980520,0.008598
19980521,-0.003950
19980522,-0.003741
19980526,-0.014814
19980527,-0.001636
19980528,0.004907
19980529,-0.006168
19980601,0.000147
19980602,0.002053
19980603,-0.009596
19980604,0.011175
19980605,0.017382
19980608,0.001670
19980609,0.002411
19980610,-0.005481
19980611,-0.015913
19980612,0.003892
19980615,-0.019866
19980616,0.009823
19980617,0.017939
19980618,-0.000659
19980619,-0.005170
19980622,0.002326
19980623,0.014757
19980624,0.011961
19980625,-0.003178
19980626,0.003471
19980629,0.004668
19980630,-0.004084
19980701,0.012982
19980702,-0.001863
19980706,0.009499
19980707,-0.002290
19980708,0.010142
19980709,-0.006696
19980710,0.004980
19980713,0.000739
19980714,0.010633
19980715,-0.002352
19980716,0.007814
19980717,0.002331
19980720,-0.002233
19980721,-0.016071
19980722,-0.000850
19980723,-0.020901
19980724,0.000921
19980727,0.005671
19980728,-0.014844
19980729,-0.004450
19980730,0.015766
19980731,-0.019493
19980803,-0.007344
19980804,-0.036245
19980805,0.008684
19980806,0.007583
19980807,-0.000165
19980810,-0.005792
19980811,-0.013073
19980812,0.014257
19980813,-0.008587
19980814,-0.011313
19980817,0.019685
19980818,0.016177
19980819,-0.002851
19980820,-0.005883
19980821,-0.009546
19980824,0.006437
19980825,0.004338
19980826,-0.007933
19980827,-0.038370
19980828,-0.014819
19980831,-0.068014
19980901,0.038609
19980902,-0.003782
19980903,-0.008299
19980904,-0.008521
19980908,0.050899
19980909,-0.016864
19980910,-0.025850
19980911,0.029453
19980914,0.020475
19980915,0.007730
19980916,0.007517
19980917,-0.025452
19980918,0.001197
19980921,0.003725
19980922,0.005606
19980923,0.035411
19980924,-0.021921
19980925,0.001947
19980928,0.003771
19980929,0.000315
19980930,-0.030514
19981001,-0.030108
19981002,0.016434
19981005,-0.014004
19981006,-0.004016
19981007,-0.014128
19981008,-0.011580
19981009,0.026005
19981012,0.013531
19981013,-0.002917
19981014,0.010786
19981015,0.041739
19981016,0.008516
19981019,0.005651
19981020,0.001450
19981021,0.005630
19981022,0.008001
19981023,-0.007242
19981026,0.001541
19981027,-0.006509
19981028,0.002581
19981029,0.016703
19981030,0.011732
19981102,0.011769
19981103,-0.000684
19981104,0.007049
19981105,0.013570
19981106,0.006315
19981109,-0.009474
19981110,-0.001717
19981111,-0.006461
19981112,-0.002926
19981113,0.007184
19981116,0.009008
19981117,0.003046
19981118,0.004529
19981119,0.007104
19981120,0.009492
19981123,0.021194
19981124,-0.004393
19981125,0.003280
19981127,0.004567
19981130,-0.024038
19981201,0.010012
19981202,-0.003429
19981203,-0.018023
19981204,0.023128
19981207,0.009314
19981208,-0.005321
19981209,0.001786
19981210,-0.015606
19981211,0.001236
19981214,-0.021655
19981215,0.018954
19981216,-0.000765
19981217,0.015526
19981218,0.006822
19981221,0.012466
19981222,0.000607
19981223,0.020747
19981224,-0.001848
19981228,-0.000636
19981229,0.013317
19981230,-0.007956
19981231,-0.002192
19990104,-0.000919
19990105,0.013582
19990106,0.022140
19990107,-0.002051
19990108,0.004221
19990111,-0.008792
19990112,-0.019282
19990113,-0.004123
19990114,-0.017993
19990115,0.025631
19990119,0.007030
19990120,0.003690
19990121,-0.017078
19990122,-0.008072
19990125,0.007174
19990126,0.014854
19990127,-0.007299
19990128,0.017858
19990129,0.011277
19990201,-0.005189
19990202,-0.008649
19990203,0.007987
19990204,-0.018537
19990205,-0.007281
19990208,0.003526
19990209,-0.022215
19990210,0.006093
19990211,0.024919
19990212,-0.019066
19990216,0.009544
19990217,-0.014365
19990218,0.010825
19990219,0.001568
19990222,0.026565
19990223,-0.000755
19990224,-0.013979
19990225,-0.006694
19990226,-0.005373
19990301,-0.001752
19990302,-0.008623
19990303,0.001795
19990304,0.015427
19990305,0.023126
19990308,0.005692
19990309,-0.002253
19990310,0.005469
19990311,0.008424
19990312,-0.002381
19990315,0.009787
19990316,-0.000673
19990317,-0.006552
19990318,0.014432
19990319,-0.013110
19990322,-0.001755
19990323,-0.026885
19990324,0.005110
19990325,0.016869
19990326,-0.005574
19990329,0.021336
19990330,-0.007190
19990331,-0.011055
19990401,0.005714
19990405,0.021179
19990406,-0.002445
19990407,0.006829
19990408,0.012880
19990409,0.003252
19990412,0.007632
19990413,-0.006492
19990414,-0.015839
19990415,-0.004200
19990416,-0.002918
19990419,-0.022381
19990420,0.012943
19990421,0.022930
19990422,0.016989
19990423,-0.001450
19990426,0.002351
19990427,0.002029
19990428,-0.008725
19990429,-0.005981
19990430,-0.005697
19990503,0.014567
19990504,-0.016706
19990505,0.011494
19990506,-0.011326
19990507,0.009722
19990510,-0.003494
19990511,0.011423
19990512,0.006189
19990513,0.002610
19990514,-0.021761
19990517,0.001263
19990518,-0.004606
19990519,0.008183
19990520,-0.004017
19990521,-0.006379
19990524,-0.017771
19990525,-0.017028
19990526,0.015852
19990527,-0.017896
19990528,0.015943
19990601,-0.005823
19990602,0.000425
19990603,0.003653
19990604,0.021708
19990607,0.005099
19990608,-0.012881
19990609,0.000994
19990610,-0.011997
19990611,-0.007046
19990614,0.000278
19990615,0.005533
19990616,0.022480
19990617,0.007133
19990618,0.002194
19990621,0.004587
19990622,-0.009726
19990623,-0.002111
19990624,-0.012963
19990625,-0.000357
19990628,0.012195
19990629,0.015097
19990630,0.015731
19990701,0.006010
19990702,0.007430
19990706,-0.002228
19990707,0.005576
19990708,-0.001032
19990709,0.006354
19990712,-0.002979
19990713,-0.003960
19990714,0.003308
19990715,0.008189
19990716,0.006498
19990719,-0.007845
19990720,-0.021703
19990721,0.001590
19990722,-0.013282
19990723,-0.002961
19990726,-0.006765
19990727,0.011189
19990728,0.001878
19990729,-0.017848
19990730,-0.009180
19990802,-0.000504
19990803,-0.004420
19990804,-0.012744
19990805,0.006420
19990806,-0.010215
19990809,-0.001915
19990810,-0.012614
19990811,0.015998
19990812,-0.002896
19990813,0.022740
19990816,0.002327
19990817,0.010062
19990818,-0.008422
19990819,-0.006940
19990820,0.009837
19990823,0.017664
19990824,0.002411
19990825,0.013414
19990826,-0.014315
19990827,-0.010088
19990830,-0.017986
19990831,-0.002727
19990901,0.008073
19990902,-0.008985
19990903,0.028906
19990907,-0.005003
19990908,-0.004665
19990909,0.002611
19990910,0.002968
19990913,-0.005571
19990914,-0.005833
19990915,-0.013710
19990916,0.000387
19990917,0.012848
19990920,0.000082
19990921,-0.020928
19990922,0.002241
19990923,-0.022968
19990924,-0.002382
19990927,0.004658
19990928,-0.000865
19990929,-0.010786
19990930,0.011306
19991001,0.000078
19991004,0.016986
19991005,-0.002491
19991006,0.018481
19991007,-0.005855
19991008,0.013949
19991011,-0.000606
19991012,-0.016604
19991013,-0.020936
19991014,-0.001657
19991015,-0.028058
19991018,0.005387
19991019,0.005733
19991020,0.022286
19991021,-0.004514
19991022,0.014054
19991025,-0.006161
19991026,-0.009060
19991027,0.011545
19991028,0.035266
19991029,0.015263
19991101,-0.006464
19991102,-0.004712
19991103,0.005335
19991104,0.005690
19991105,0.005570
19991108,0.004948
19991109,-0.008518
19991110,0.005991
19991111,0.005825
19991112,0.010569
19991115,-0.001196
19991116,0.018417
19991117,-0.006591
19991118,0.010087
19991119,-0.002063
19991122,-0.000745
19991123,-0.011471
19991124,0.008856
19991126,-0.000325
19991129,-0.006205
19991130,-0.013439
19991201,0.006343
19991202,0.008099
19991203,0.017217
19991206,-0.006956
19991207,-0.009949
19991208,-0.003754
19991209,0.003013
19991210,0.006342
19991213,-0.001284
19991214,-0.008515
19991215,0.007234
19991216,0.003863
19991217,0.001586
19991220,-0.002069
19991221,0.010817
19991222,0.001884
19991223,0.015465
19991227,-0.000850
19991228,0.000384
19991229,0.003979
19991230,0.000690
19991231,0.003264
20000103,-0.009549
20000104,-0.038345
20000105,0.001922
20000106,0.000956
20000107,0.027090
20000110,0.011190
20000111,-0.013063
20000112,-0.004386
20000113,0.012170
20000114,0.010671
20000118,-0.006832
20000119,0.000522
20000120,-0.007095
20000121,-0.002912
20000124,-0.027634
20000125,0.006065
20000126,-0.004213
20000127,-0.003938
20000128,-0.027457
20000131,0.025218
20000201,0.010628
20000202,-0.000114
20000203,0.011248
20000204,-0.000421
20000207,-0.000091
20000208,0.012273
20000209,-0.020822
20000210,0.003634
20000211,-0.020969
20000214,0.002033
20000215,0.008713
20000216,-0.010256
20000217,0.000425
20000218,-0.030376
20000222,0.004517
20000223,0.006301
20000224,-0.005336
20000225,-0.014829
20000228,0.011017
20000229,0.013627
20000301,0.009346
20000302,0.001863
20000303,0.019837
20000306,-0.012695
20000307,-0.025631
20000308,0.008173
20000309,0.025602
20000310,-0.004723
20000313,-0.008207
20000314,-0.017685
20000315,0.024280
20000316,0.047639
20000317,0.004114
20000320,-0.005353
20000321,0.025566
20000322,0.004532
20000323,0.017799
20000324,0.000072
20000327,-0.002357
20000328,-0.010585
20000329,0.000524
20000330,-0.013656
20000331,0.007164
20000403,0.004931
20000404,-0.007464
20000405,-0.004924
20000406,0.009392
20000407,0.009998
20000410,-0.007841
20000411,-0.002572
20000412,-0.022271
20000413,-0.018171
20000414,-0.058278
20000417,0.033084
20000418,0.028663
20000419,-0.009808
20000420,0.004953
20000424,-0.003262
20000425,0.033276
20000426,-0.011134
20000427,0.002690
20000428,-0.008526
20000501,0.010892
20000502,-0.014957
20000503,-0.021566
20000504,-0.003908
20000505,0.016360
20000508,-0.005905
20000509,-0.008447
20000510,-0.020600
20000511,0.017902
20000512,0.009341
20000515,0.022098
20000516,0.009419
20000517,-0.012442
20000518,-0.007315
20000519,-0.021055
20000522,-0.004428
20000523,-0.019176
20000524,0.018335
20000525,-0.012530
20000526,-0.002533
20000530,0.032242
20000531,-0.001301
20000601,0.019858
20000602,0.019637
20000605,-0.006519
20000606,-0.006671
20000607,0.009274
20000608,-0.006586
20000609,-0.003229
20000612,-0.007516
20000613,0.016210
20000614,0.000749
20000615,0.005569
20000616,-0.009650
20000619,0.014708
20000620,-0.006763
20000621,0.002155
20000622,-0.018220
20000623,-0.007368
20000626,0.009594
20000627,-0.003271
20000628,0.002944
20000629,-0.008544
20000630,0.008465
20000703,0.010271
20000705,-0.015862
20000706,0.007219
20000707,0.015261
20000710,-0.002218
20000711,0.003565
20000712,0.008130
20000713,0.001956
20000714,0.009453
20000717,0.000338
20000718,-0.011089
20000719,-0.007886
20000720,0.009184
20000721,-0.010284
20000724,-0.010742
20000725,0.006952
20000726,-0.014955
20000727,-0.001928
20000728,-0.020509
20000731,0.007705
20000801,0.005081
20000802,0.000417
20000803,0.009634
20000804,0.007139
20000807,0.011204
20000808,0.002352
20000809,-0.006697
20000810,-0.008568
20000811,0.007937
20000814,0.013398
20000815,-0.004780
20000816,-0.003085
20000817,0.010961
20000818,-0.002908
20000821,0.005202
20000822,-0.000900
20000823,0.005233
20000824,0.001554
20000825,-0.001233
20000828,0.005072
20000829,-0.002807
20000830,-0.004802
20000831,0.010043
20000901,0.002036
20000905,-0.009002
20000906,-0.009840
20000907,0.006876
20000908,-0.005331
20000911,-0.003506
20000912,-0.004882
20000913,0.001970
20000914,-0.002721
20000915,-0.010170
20000918,-0.014531
20000919,0.010654
20000920,-0.005863
20000921,-0.001578
20000922,-0.000228
20000925,-0.006689
20000926,-0.008214
20000927,-0.000448
20000928,0.022235
20000929,-0.014935
20001002,-0.000195
20001003,-0.006803
20001004,0.005510
20001005,0.001367
20001006,-0.019000
20001009,-0.004940
20001010,-0.010706
20001011,-0.016171
20001012,-0.025509
20001013,0.033381
20001016,0.000327
20001017,-0.017932
20001018,-0.005808
20001019,0.034743
20001020,0.005883
20001023,-0.000823
20001024,0.001684
20001025,-0.023767
20001026,-0.000337
20001027,0.011096
20001030,0.013830
20001031,0.021978
20001101,-0.005723
20001102,0.004996
20001103,-0.001141
20001106,0.003855
20001107,-0.000223
20001108,-0.015777
20001109,-0.006486
20001110,-0.024398
20001113,-0.010776
20001114,0.023452
20001115,0.004960
20001116,-0.012584
20001117,-0.003352
20001120,-0.018352
20001121,0.003523
20001122,-0.018548
20001124,0.014678
20001127,0.005366
20001128,-0.009548
20001129,0.004371
20001130,-0.020105
20001201,0.000213
20001204,0.007406
20001205,0.038922
20001206,-0.018220
20001207,-0.005853
20001208,0.019605
20001211,0.007526
20001212,-0.006535
20001213,-0.008161
20001214,-0.014015
20001215,-0.021463
20001218,0.008071
20001219,-0.012958
20001220,-0.031296
20001221,0.008002
20001222,0.024403
20001226,0.007060
20001227,0.010440
20001228,0.003988
20001229,-0.010448
20010102,-0.028032
20010103,0.050099
20010104,-0.010552
20010105,-0.026242
20010108,-0.001918
20010109,0.003812
20010110,0.009586
20010111,0.010318
20010112,-0.006406
20010116,0.006319
20010117,0.002126
20010118,0.013915
20010119,-0.004028
20010122,0.000268
20010123,0.013032
20010124,0.002867
20010125,-0.004977
20010126,-0.001886
20010129,0.006805
20010130,0.007008
20010131,-0.005620
20010201,0.005461
20010202,-0.017474
20010205,0.003587
20010206,-0.001514
20010207,-0.008408
20010208,-0.006235
20010209,-0.013336
20010212,0.011827
20010213,-0.008652
20010214,-0.002184
20010215,0.008124
20010216,-0.018905
20010220,-0.017357
20010221,-0.018508
20010222,-0.001952
20010223,-0.005555
20010226,0.017490
20010227,-0.007660
20010228,-0.014309
20010301,0.001040
20010302,-0.005680
20010305,0.005858
20010306,0.009981
20010307,0.006452
20010308,0.002259
20010309,-0.024764
20010312,-0.043181
20010313,0.014829
20010314,-0.025842
20010315,0.005871
20010316,-0.019624
20010319,0.017627
20010320,-0.024077
20010321,-0.017924
20010322,-0.004064
20010323,0.019909
20010326,0.011282
20010327,0.025575
20010328,-0.024430
20010329,-0.004630
20010330,0.010784
20010402,-0.012462
20010403,-0.034393
20010404,-0.002901
20010405,0.043680
20010406,-0.019984
20010409,0.008117
20010410,0.027066
20010411,-0.002131
20010412,0.015104
20010416,-0.003228
20010417,0.010282
20010418,0.038890
20010419,0.012551
20010420,-0.008551
20010423,-0.014980
20010424,-0.012161
20010425,0.015941
20010426,0.004696
20010427,0.015010
20010430,-0.002865
20010501,0.013590
20010502,0.000782
20010503,-0.014873
20010504,0.014440
20010507,-0.002447
20010508,-0.001828
20010509,-0.004488
20010510,-0.000287
20010511,-0.007577
20010514,0.002609
20010515,0.000416
20010516,0.028453
20010517,0.002724
20010518,0.002693
20010521,0.016154
20010522,-0.002628
20010523,-0.015526
20010524,0.003196
20010525,-0.011816
20010529,-0.007794
20010530,-0.015655
20010531,0.006202
20010601,0.003862
20010604,0.005108
20010605,0.012990
20010606,-0.010549
20010607,0.005457
20010608,-0.009397
20010611,-0.008356
20010612,0.001164
20010613,-0.011347
20010614,-0.017502
20010615,-0.004517
20010618,-0.004883
20010619,0.003434
20010620,0.008709
20010621,0.011364
20010622,-0.009450
20010625,-0.005509
20010626,-0.001510
20010627,-0.004676
20010628,0.012493
20010629,-0.001452
20010702,0.010037
20010703,-0.001827
20010705,-0.012321
20010706,-0.023498
20010709,0.006879
20010710,-0.014398
20010711,-0.001134
20010712,0.023691
20010713,0.006241
20010716,-0.010883
20010717,0.009971
20010718,-0.005542
20010719,0.006053
20010720,-0.003432
20010723,-0.016369
20010724,-0.016272
20010725,0.016080
20010726,0.010449
20010727,0.002402
20010730,-0.001078
20010731,0.005571
20010801,0.003880
20010802,0.003964
20010803,-0.005243
20010806,-0.011422
20010807,0.003265
20010808,-0.017328
20010809,-0.000084
20010810,0.005687
20010813,0.000949
20010814,-0.003828
20010815,-0.007339
20010816,0.003090
20010817,-0.016663
20010820,0.008124
20010821,-0.012079
20010822,0.006956
20010823,-0.002763
20010824,0.019654
20010827,-0.004827
20010828,-0.015010
20010829,-0.011115
20010830,-0.017038
20010831,0.004030
20010904,-0.000565
20010905,-0.001059
20010906,-0.022390
20010907,-0.018637
20010910,0.006226
20010917,-0.049216
20010918,-0.005805
20010919,-0.016112
20010920,-0.031060
20010921,-0.019034
20010924,0.038983
20010925,0.008790
20010926,-0.005167
20010927,0.011489
20010928,0.021922
20011001,-0.002296
20011002,0.012306
20011003,0.019927
20011004,-0.002471
20011005,0.001636
20011008,-0.008344
20011009,-0.005356
20011010,0.022938
20011011,0.015208
20011012,-0.005267
20011015,-0.001530
20011016,0.006936
20011017,-0.018633
20011018,-0.007873
20011019,0.004557
20011022,0.015296
20011023,-0.004698
20011024,0.000387
20011025,0.013721
20011026,0.004109
20011029,-0.023818
20011030,-0.017166
20011031,-0.000009
20011101,0.022948
20011102,0.002860
20011105,0.014386
20011106,0.014526
20011107,-0.002735
20011108,0.002456
20011109,0.001582
20011112,-0.001767
20011113,0.018563
20011114,0.001861
20011115,0.000903
20011116,-0.003143
20011119,0.010899
20011120,-0.007298
20011121,-0.004927
20011123,0.011706
20011126,0.006155
20011127,-0.006843
20011128,-0.018251
20011129,0.010350
20011130,-0.000658
20011203,-0.008381
20011204,0.013187
20011205,0.022318
20011206,-0.002777
20011207,-0.007531
20011210,-0.015868
20011211,-0.002781
20011212,0.000273
20011213,-0.015558
20011214,0.003314
20011217,0.010035
20011218,0.007546
20011219,0.005810
20011220,-0.008377
20011221,0.004351
20011224,-0.000210
20011226,0.004124
20011227,0.006752
20011228,0.003362
20011231,-0.011145
20020102,0.005740
20020103,0.009180
20020104,0.006213
20020107,-0.006499
20020108,-0.003588
20020109,-0.004799
20020110,0.001221
20020111,-0.009468
20020114,-0.006276
20020115,0.006834
20020116,-0.016245
20020117,0.010030
20020118,-0.009922
20020122,-0.007334
20020123,0.007925
20020124,0.003519
20020125,0.000998
20020128,-0.000194
20020129,-0.028613
20020130,0.011748
20020131,0.014934
20020201,-0.007078
20020204,-0.024737
20020205,-0.004039
20020206,-0.005972
20020207,-0.003083
20020208,0.014859
20020211,0.014340
20020212,-0.003993
20020213,0.009941
20020214,-0.001815
20020215,-0.011017
20020219,-0.018874
20020220,0.013514
20020221,-0.015510
20020222,0.008224
20020225,0.017975
20020226,-0.000045
20020227,0.000460
20020228,-0.002847
20020301,0.022634
20020304,0.019491
20020305,-0.006673
20020306,0.014510
20020307,-0.004498
20020308,0.005849
20020311,0.003393
20020312,-0.002294
20020313,-0.009858
20020314,-0.000910
20020315,0.011379
20020318,-0.000523
20020319,0.004067
20020320,-0.015757
20020321,0.001511
20020322,-0.004239
20020325,-0.014651
20020326,0.005849
20020327,0.005349
20020328,0.002455
20020401,-0.000741
20020402,-0.008530
20020403,-0.009993
20020404,0.000835
20020405,-0.003205
20020408,0.002280
20020409,-0.006656
20020410,0.011335
20020411,-0.023689
20020412,0.006632
20020415,-0.007615
20020416,0.023418
20020417,-0.002038
20020418,-0.001421
20020419,0.000623
20020422,-0.015411
20020423,-0.006201
20020424,-0.007103
20020425,-0.001519
20020426,-0.013889
20020429,-0.010099
20020430,0.010765
20020501,0.008859
20020502,-0.001749
20020503,-0.010262
20020506,-0.019340
20020507,-0.003021
20020508,0.037504
20020509,-0.014547
20020510,-0.016794
20020513,0.018550
20020514,0.021144
20020515,-0.005659
20020516,0.006562
20020517,0.007612
20020520,-0.013293
20020521,-0.010990
20020522,0.005686
20020523,0.010184
20020524,-0.012087
20020528,-0.008553
20020529,-0.006412
20020530,-0.002810
20020531,0.002329
20020603,-0.024795
20020604,0.000010
20020605,0.008850
20020606,-0.019764
20020607,-0.001574
20020610,0.003124
20020611,-0.016629
20020612,0.006571
20020613,-0.010488
20020614,-0.002268
20020617,0.028691
20020618,0.000936
20020619,-0.016536
20020620,-0.013432
20020621,-0.017043
20020624,0.003619
20020625,-0.016702
20020626,-0.002674
20020627,0.017575
20020628,-0.000838
20020701,-0.021378
20020702,-0.021225
20020703,0.006223
20020705,0.036730
20020708,-0.012184
20020709,-0.024719
20020710,-0.033962
20020711,0.007496
20020712,-0.006448
20020715,-0.003755
20020716,-0.018389
20020717,0.005538
20020718,-0.027019
